acorn_out1.png,"stem, cap, smooth, woody, poisonous, rough, pointy, natural, intact, scaly|acorn, squirrels, hard, pithy, green, brown, fairy hat, oak, tree"
avocado01_out1.png,"Dark rind, shiny skin, bumpy surface, oval shape, slightly heavy|Avocado, bland texture, soft fruit, salad ingredient, guacamole spread, large seed"
avocado01_out1.png,"Wrinkly, black, fruit, avocado, skin, rough, on it's side, lumpy|fruits, sushi, salads, trees, store, kroger, healthy, no taste, small"
badger_out1.png,"furred, digs, crawls, long claws, strong, ill-tempered, poor eyesight, striped head|grumpy, underground, digger, Wind in the Willows, ancient forest, Great Plains"
badger_out1.png,"furry, long claws, striped head, small mammal, pointy snout, tiny ears, stocky|fierce, feroucious, powerful, carnivore, digging burrows, aggressive, predator, dachshund prey"
badger_out1.png,"large claws, white stripe on face, white cheeks, furry, squat, powerful legs |honey badgers don't care, what are the other types of badgers?,  looks fierce"
badger_out1.png,"small, dark eyes, long sharp claws, white stripes on back of head and face, long nose and wide mouth.|pretty, scary looking, mean looking, can hurt with those claws."
badger_out1.png,"skunk, claws, white stripe, black, small, tail, furry, snout, stubby tail|skunk, smelly, disgusting, small, stupid, annoying, black and white, stinky"
badger_out1.png,"organic, chordate, mammal, carnivore, short legs, eyes, snout, tail, fur|auspicious, potential, persistence, fierce, aggressive, predator, determination, grounding, tenacity, strategy"
badger_out1.png,"White striped head, long sharp claws, stubby little tail, tiny eyes, small wet nose|Vicious mammal, badger, digging feet, light brown fur, beady black eyes"
badger_out1.png,"nocturnal, badger, omnivore, short legs, mammal, diggers, animal, sharp claws|Friar Tuck, Honey badger youtube video, woodland animal, forest, badgers sports mascot"
badger_out1.png,"gray, sad, sharp, fuzzy, animal, small, stripe, multi-colored, mammal, weird|sad, lonely, misunderstood, crying, hug, needy, help, love, protect, mother"
badger_out1.png,"MAMMAL, FOUR LEGGED, WHITE STRIPED HEAD, CLAWED PAWS, BLACK EYES|MAMMALS, RODENTS, DOGS, CATS, CUTE, CUDDLY, WILD ANIMAL, RACCOON, BEAVER"
badger_out1.png,"small animal, looks like a skunk, striped fur, long claws|has very long claws, is low to the ground, is a mammal"
badger_out1.png,"A greyscale image of what looks like a possum or other organism related to the marsupial family.|danger, fear, cuteness, claws, scratching, fur, wildness, nature, darkness, animals"
badger_out1.png,"badger, claws, mammal, furry, stripe, quadruped, vertebrate, organism, living creature|University of Wisconsin, Wind in the Willows, vicious, scratching, burrowing, smelly, weasels, like a big ferret, wildlife, zoo"
barnowl_out1.png,"BIRD, SMALL BEAK, BIG EYES, POWERFUL TALONS, LONG WINGS AND TAIL FEATHERS|OWLS, HAWKS, EAGLES, OWL SOUNDS, MOUSE KILLER, TRAINED HAWKS, WISDOM"
barnowl_out1.png,"feathers, talons, big eyes, wings, round head, specks on white breast,|beautiful owl, night bird, hoot hoot, bird of prey, barns,"
barnowl_out1.png,"light brown feathers, talons, yellow feet, heart shaped face, large eyes|barns, mice, night hunting, wisdom, death, sees everything, full moon"
barnowl_out1.png,"Sharp talons, long feathers, round head, pointy beak, creepy eyes.|An owl perched on a tree at nighttime, making his woo woo sound."
barnowl_out1.png,"large owl, deep sunken in eyes, large talons, large tail|pretty owl, see in nature, cute owl, reminds me of harry potter"
barnowl_out1.png,"organic, animal, chordate, ave, owl, nocturnal, exceptional vision, exceptional hearing|beautiful, wise, intelligent, proprioceptive, hunter, mystery, hoot, screech, talon, airborne"
barnowl_out1.png,"gray, white, black, wings, staring, talons, clenching, gripping, feathers, beak, beady eyes, |surprise, fear, wonder, majesty, suspicion, aggressiveness, hunting, carnivore, Halloween, horror films, wizards"
barnowl_out1.png,"feathers, sharp claws, sharp beak, big eyes,mottled color, large wings|predator, watchful, alert always, large and powerful, hungry, dangerous, meat eater, hunter"
barnowl_out1.png,"owl, flat face, talons, claws, wings feathers, tail, eyes, flat face|vision, night creature, dangerous, mysterious, night vision, sound, feathers, hoot-hoot"
barnowl_out1.png,"owl, eats mice, nocturnal, feathers, bird, animal, wings, claws, can turn neck really far|harry potter, Halloween, night time, delivers letters, flat face, good eye sight"
barnowl_out1.png,"Long clawed toes, round face, soft brown feathers, black eyes|Owl, flexible neck, wide wing span, nocturnal, predatory bird, mysterious hoot"
barnowl_out1.png,"Bird, large eyes, sharp talons, feathered wings, heart shaped face marking |Owl, as see in the Guardians series, I wonder if I should paint my griffon as an owl?"
barnowl_out1.png,"Face, beak, claws, feathers, eyes, tail, legs, body, head, wings.|Owl, night-time, hunter, wise, spooky, hoots, tree, prey, eyesight, range."
bassethound_out1.png,"long ears, spots, long body, droopy face, saggy skin, short legs|Basset Hound, dog breed, good nose, hunting dog, stubborn, slobber"
bassethound_out1.png,"Shape, height, tail, fur color, legs, ears, spots, nose, texture, length, weight|Playful, fun, baying hound bark, slobber, wagging tail, excitement, tongue, droopy eyes, droopy skin"
bassethound_out1.png,"dog, legs, paws, tail, ears, eyes, nose, animal, alive, living|This animal looks funny, reminded of other dogs, this is overweight"
bassethound_out1.png,"Long floppy ears, square black nose, solid low body, short legs, brown and white fur, white uplifted tail|Dog, loyal, short, warm, canine, wet nose, short legs, Basset, proud, soft ears"
bassethound_out1.png,"long dog, spots, droopy ears, tail, dachshund, hound, legs, snout|dog, cute, attentive, spots, dachshund, hot dog, kisses, slobber, dogs"
bassethound_out1.png,"short legs, dog, spotted, curling tail, long ears, soft fur|looks to be part beagle, cute, short legged, fun to play with"
bassethound_out1.png,"spots, short legs, long tail, long ears, furry, cute and loveable|cuddling, fun, barking, wet-nose, going for walks, going to the pet store."
bassethound_out1.png,"Fat dog, short hair, long ears, droopy eyes, short legs|Basset hound or beagle?, is it a dachshund cross,  it does have a long torso"
bassethound_out1.png,"DOG, TAIL, FLOPPY EARS, SHORT LEGS, SMOOTH COAT, COLD NOSE, PAWS, DROOPY EYES|NON-ATHLETIC, SLOW MOVING, AFFECTIONATE, WADDLE, SAD EYES, CUDDLY, CLOSE TO THE GROUND, PLODDING."
bassethound_out1.png,"long body, short legs, powerful shoulders, floppy ears, sensitive nose, white and brown colored|Droopy, digging, smells, poor health, clumsy, sadness, poor breeding, back problems"
bassethound_out1.png,"organic, animal, chordate, mammal, carnivore, canine, dog, Basset Hound, low to the ground|cute, expensive, dog show, photography, short legs, France, hound, scent"
bassethound_out1.png,"basset hound, dog, animal, mammal, long ears, four legs, tail|Purina dog show, Hound dog song by Elvis, bread for hunting,"
bassethound_out1.png,"SHORT FRONT AND REAR LEGS, LONG EARS AND SNOUT, SPOTTED |MAMMAL, DOG, HOUND DOGS, CUTE, CUDDLY, BARKING, LOUD, COMPANION AND FRIEND"
beaver_out1.png,"Soft brown fur, flat paddle tail, webbed back feet, short front legs, large strong teeth|Beaver, dam builder, industrious, swimming mammal, small fat wood chewer"
beaver_out1.png,"beaver, webbed feet, fur, mammal, animal, swimmers, dam builders, wood cutters|two big front teeth, the beaver brothers from a leapfrog show, woodland animal"
beaver_out1.png,"FLAT TAIL, WEBBED FEET, SHORT ARMS, FURRY, MAMMAL, SMALL EARS|MAMMALS, BEAVERS, DAMS, WATER, OTTERS, CUTE AND CUDDLY, DUCKBILLED PLATOPUS"
beaver_out1.png,"buck teeth, webbed feet, waterproof brown fur, flat tail, small eyes|lodge and dam, fur trading, Canada, moose, ponds, north woods, wetlands"
beaver_out1.png,"webbed feet, long flat tail, very short arms, hunched back, short nose, lot of fur.|it is ugly, looks very mean. I dont want to get close to it."
beaver_out1.png,"large beaver, brown fur, big buck teeth, large tail, webbed feet|builds dams in the water, has webbed feet for swimming"
beaver_out1.png,"beaver, teal, dams, tail, webbed feet, attentive, ready to pounce|wood, beaver, tail, webbed feet, cute, creatures, adorable, wood animal"
beaver_out1.png,"organic, mammal, beaver, chordate, mammal, rodent, large teeth, webbed feet, flat tail |dams, building, water, diligence, family, hard work, motion, dreams, priorities"
beaver_out1.png,"furry, webbed feet, wide flat tail, very short front legs |It's a beaver, reminds me of the talking beavers in Narnia,"
beaver_out1.png,"Tail, webbed feet, big buck teeth, two arms, two legs, furry|Mammal, beaver, tail, webbed feet, big buck teeth, dam builder, swimmer, furry"
beaver_out1.png,"A beaver! It seems hunched with its arms like a tyrannosaurus and a flappy flat tail.|awe, amazing, wonderful, wild, cute, pleasant, happy, water, dam, animal"
beaver_out1.png,"Fur, tail, webbed feet, teeth, swimmer, builder, nocturnal, rodent, mammal, herbivore.|Unusual, dam-builder, Winnie-the-Pooh, diligent, construction, large teeth, lodges, cuts trees, uses mud, amazing."
beaver_out1.png,"black and white, beaver, animal, mammal, no background, fur, limbs, tail, head, webbed feet|soft, wet, bite, nature, biology, evolution, science, caution, dams, aquatic"
belugawhale_out1.png,"large white sea animal, small black eyes, looks white, medium sized fins|lives in the water, swims around, looks happy, seems to be white colored"
belugawhale_out1.png,"organic, animal, chordate, mammal, aquatic, Beluga, white, Arctic, giant, intelligent|rare, strange, albino, singing, dolphin, porpoise, wisdom, destiny, dinosaur, peace"
belugawhale_out1.png,"White, fluffy, whale-shaped, computer drawn, lumpy, odd perspective on tail |Is this a whale cartoon?, wonder what it is from, will it be friends with me?"
belugawhale_out1.png,"Long white body, small front flippers, wide back flippers, smooth cool skin, beady black eyes|Beluga whale, graceful strong swimmer, mammal, deep ocean home, water spout"
belugawhale_out1.png,"dolphin like, large flippers, whale tale, white smooth skin, dome head|Arctic Ocean, caviar, Russia, endangered, cold, friendly, intelligence, curiosity, protection"
belugawhale_out1.png,"Happy face, smooth body, short flippers, protruding round head, thick skin.|A happy whale swimming around in the ocean with his friends."
belugawhale_out1.png,"long, big, has eyes, mouth, fins and dorsal fin, looks bumpy within the outer skin.|looks scary and makes me think of shark movies. do not want to get close to it. makes me afraid because anything bigger than me I dont want to be around."
belugawhale_out1.png,"fins, tail, head, mammal, white, smooth, cute, friendly, large, heavy|beautiful animal, living creature, water, ocean, threatened, graceful, happy, protect"
belugawhale_out1.png,"Head, eyes, mouth, fins, tail, body, sonar, swimmer, mammal, ocean-dweller.|Aquariums, shows, performing, captive, Vancouver, cute, sweet, gentle, graceful, unique."
belugawhale_out1.png,"MAMMAL, SMOOTH, WHITE, BIG REAR FLIPPER, BLACK EYES, HEAVY WEIGHT|WHALE, WHALE SONGS, FRIENDLY WHALES, ORCA WHALES, DANGEROUS OCEAN DWELLERS"
belugawhale_out1.png,"curved, white, smooth, matte, minimal, large, static, heavy, blank, lively |water, loud, boring, alive, ocean, gross, dirty, aquatic, sonic, repulsive"
belugawhale_out1.png,"tail, head, fins, eyes, whale, white, fat, big, awesome, small head|Baluga whale, whale, white, large, cute, mammal, water, dolphin, small eyes"
belugawhale_out1.png,"beluga whale, mammal, lives in the ocean, blubber, fins, flippers|ocean mammal, swimming in the ocean, when Dory speaks whale in Finding Nemo, don't eat krill"
birdnest_out1.png,"Dry, woven, curved sticks, brown, cozy, hollow, bedding, wood, string|Bed, birds, prickly bed, nest, eggs, tree, weightless, bits of twine"
birdnest_out1.png,I'm not sure but the image appears to be made of pine-straw or hay.|First thing comes to mind is a birds nest or maybe a spool of hay.
birdnest_out1.png,"twigs, stems, wood, branches, leaves, round, home, birds, nest, shelter|protect, sanctuary, home, birds, babies, trees, safety, young ones, nest"
birdnest_out1.png,"small bird's nest, made of straw, brown, nicely made for birds to live|birds lay eggs in this, birds build intricate nests, amazing"
birdnest_out1.png,"inorganic, bird, nest, transient, grass, concave, brown, home, babies, hard work|shelter, children, protection, security, comfort, good luck, marriage, family, eggs"
birdnest_out1.png,"round nest, wood, twigs, hay, woven in a circle, hollow|home, hard work, building, busy, small birds, preparation, intrinsic knowledge"
birdnest_out1.png,"bowl shaped, twigs, grass, straw, built by birds, baby home|trees, spring, Robins, eggs, new life, sunny days, nature walks"
birdnest_out1.png,"birds nest, sticks, twigs, home for birds, where birds lay their eggs|momma bird feeding baby birds, bird home, bird eggs, robins"
birdnest_out1.png,"nest, wires, twigs, bark, scraps, home, birds, babies, love, hole|birds, babies, nest, eggs, twigs, safe, home, secure, love, family"
birdnest_out1.png,"round in size, has hole in the middle, made of twigs, looks like a nest.|the first thing that comes to mind is that it is a birds nest."
birdnest_out1.png,"STRAW, DRY, TIGHT WOVEN, BOWL SHAPED, DRIED GRASS, DRIED TWIGS|BABY BIRDS, MOM BIRD, EGGS, PREDATOR SNAKES, LOUD BIRD NOISES"
birdnest_out1.png,"bowl made of stems and twigs, softer center, rough around the edges, |bird's nest, baby chicks, eggs, Robins, Spring, nature, chirping, worms and bugs for dinner"
